home	draw	away	results
1.4	4.15	6.35	3
1.38	4.33	6.35	2
1.46	3.7	6.35	2
1.44	4.5	6.4	1
1.5	3.48	6.4	3
1.43	4.45	6.45	1
1.48	3.55	6.45	2
1.43	3.86	6.45	3
1.38	4.3	6.5	1
1.48	4	6.5	3
1.52	3.72	6.55	1
1.42	4.65	6.55	1
1.41	4.6	6.55	1
1.4	4.1	6.55	1
1.52	3.8	6.6	2
1.31	5.05	6.6	2
1.45	4.33	6.6	1
1.45	3.68	6.6	2
1.37	4.3	6.65	1
1.33	4.75	6.65	3
1.51	4.4	6.7	2
1.4	4.05	6.7	2
1.36	5.1	6.75	2
1.39	4.05	6.8	1
1.47	4.7	6.85	3
1.3	5.05	6.85	1
1.41	4.6	6.85	2
1.43	4.4	6.85	3
1.36	4.3	6.9	3
1.35	4.45	6.9	1
1.38	4.75	6.95	3
1.45	4.05	7	1
1.42	4.3	7	1
1.39	4.6	7	1
1.44	3.64	7.1	2
1.34	4.5	7.1	1
1.35	4.3	7.2	1
1.53	4.25	7.2	2
1.43	3.64	7.2	1
1.42	5.3	7.4	1
1.39	4.55	7.5	2
1.3	4.75	7.5	1
1.36	4.1	7.6	1
1.22	6.1	7.7	1
1.42	5.05	7.7	1
1.36	4.05	7.7	2
1.38	4.55	7.8	1
1.31	5.55	7.8	1
1.38	4.55	7.8	1
1.36	3.98	7.8	1
1.31	5.3	7.9	1
1.53	3.95	8	1
1.28	4.85	8	1
1.39	4.35	8.1	3
1.27	4.95	8.1	1
1.28	4.8	8.1	1
1.36	4.5	8.2	3
1.37	4.4	8.2	1
1.28	4.75	8.2	3
1.36	4.65	8.2	1
1.25	5.2	8.3	1
1.33	4.15	8.3	2
1.37	3.8	8.3	1
1.38	5.35	8.5	1
1.31	5.05	8.5	2
1.38	3.7	8.5	1
1.31	5.2	8.6	2
1.29	4.5	8.7	2
1.37	5.15	8.7	2
1.28	4.6	8.7	1
1.39	5.15	8.7	1
1.25	5.05	8.7	3
1.27	4.8	8.7	1
1.33	4.05	8.8	1
1.29	4.45	8.8	3
1.36	4.35	8.8	1
1.23	5.35	8.8	2
1.27	4.7	8.9	1
1.3	4.33	8.9	2
1.25	5.05	8.9	2
1.26	5.75	9	1
1.27	4.65	9	1
1.22	5.4	9.1	1
1.22	5.45	9.1	1
1.19	6.2	9.1	1
1.26	4.7	9.6	1
1.22	5.3	9.8	1
1.28	5	9.9	1
1.27	4.45	9.9	1
1.24	5.8	9.9	1
1.16	6.55	10.5	1
1.28	4.85	10.5	1
1.19	5.65	10.5	1
1.22	5.05	10.5	1
1.26	5.2	10.75	1
1.27	5.15	11	1
1.25	5.3	11	1
1.3	3.95	11	1
1.17	5.9	11	1
1.22	5.9	11.25	1
1.28	4.1	11.25	1
1.26	4.4	11.25	1
1.22	4.85	11.5	1
1.22	4.75	12	2
1.26	6.6	12	1
1.22	5.55	12.5	2
1.15	6.15	12.5	1
1.18	5.25	13	3
1.18	5.4	13	2
1.24	6.35	13.25	1
1.18	6.75	13.5	1
1.15	5.9	13.75	1
1.17	6.5	14.75	2
1.15	7.2	15.25	1
1.11	6.95	15.75	1
1.12	6.4	16.25	1
1.14	7.3	16.75	2
1.13	7.8	16.75	1
1.12	8.3	17.25	1
1.1	6.95	18	2
1.13	7.3	18.5	2
1.02	10.75	28	1
1	11.5	34	1
1.05	10.75	35	1
1.07	13.75	48	1
